strain	supernatant	conc	drug	well	tech_repl	biol_repl	plate_number	experiment_number	AUC	maxOD	finalOD
S. parasanguinis	C. comes	0	Niclosamide	D6	tech2	biol3	plate7	183	0.9846625766871165	0.9973544973544973	0.9973544973544973
S. parasanguinis	C. comes	5	Niclosamide	C7	tech1	biol1	plate10	178	0.03876651982378858	0.04451510333863279	0.04451510333863279
S. parasanguinis	C. comes	5	Niclosamide	C7	tech1	biol2	plate10	181	1.0049001130795325	1.0275	1.0275
S. parasanguinis	C. comes	5	Niclosamide	C7	tech1	biol3	plate7	183	0.9861963190184049	1.0238095238095237	1.0238095238095237
S. parasanguinis	C. comes	5	Niclosamide	D7	tech2	biol1	plate10	178	0.042290748898678426	0.04769475357710647	0.04769475357710647
S. parasanguinis	C. comes	5	Niclosamide	D7	tech2	biol2	plate10	181	1.013192612137203	1.0425	1.0425
S. parasanguinis	C. comes	5	Niclosamide	D7	tech2	biol3	plate7	183	0.9792944785276073	1.0185185185185186	1.0185185185185186
S. parasanguinis	C. comes	10	Niclosamide	C8	tech1	biol1	plate10	178	0.01938325991189429	-0.0031796502384737707	-0.015898251192368852
S. parasanguinis	C. comes	10	Niclosamide	C8	tech1	biol2	plate10	181	0.10554089709762529	0.3275	0.3275
S. parasanguinis	C. comes	10	Niclosamide	C8	tech1	biol3	plate7	183	0.03757668711656444	0.0608465608465609	0.0608465608465609
S. parasanguinis	C. comes	10	Niclosamide	D8	tech2	biol1	plate10	178	0.010572687224669614	-0.012718600953895083	-0.019077901430842623
S. parasanguinis	C. comes	10	Niclosamide	D8	tech2	biol2	plate10	181	0.08217112702600832	0.26749999999999996	0.26749999999999996
S. parasanguinis	C. comes	10	Niclosamide	D8	tech2	biol3	plate7	183	0.024539877300613515	0.0608465608465609	0.0608465608465609
S. parasanguinis	C. perfringens	0	Niclosamide	C3	tech1	biol1	plate10	178	1.0028425241614554	1.3799682034976155	1.3799682034976155
S. parasanguinis	C. perfringens	0	Niclosamide	D3	tech2	biol1	plate10	178	0.9971574758385445	1.408585055643879	1.408585055643879
S. parasanguinis	C. perfringens	5	Niclosamide	C4	tech1	biol1	plate10	178	0.013644115974985797	0.006359300476947541	0.006359300476947541
S. parasanguinis	C. perfringens	5	Niclosamide	D4	tech2	biol1	plate10	178	0.019329164297896544	0.009538950715421312	0.009538950715421312
S. parasanguinis	C. perfringens	10	Niclosamide	C5	tech1	biol1	plate10	178	0.010233086981239347	-0.006359300476947541	-0.019077901430842623
S. parasanguinis	C. perfringens	10	Niclosamide	D5	tech2	biol1	plate10	178	0.006822057987492899	0	-0.012718600953895083
S. parasanguinis	E. coli ED1a	0	Niclosamide	E9	tech1	biol1	plate2	200	1.0442152678994787	0.8434343434343433	0.8282828282828282
S. parasanguinis	E. coli ED1a	0	Niclosamide	E9	tech1	biol2	plate4	200	0.980796586059744	0.8250652741514359	0.8250652741514359
S. parasanguinis	E. coli ED1a	0	Niclosamide	E9	tech1	biol3	plate6	200	0.9373490899806691	0.8256410256410255	0.8205128205128204
S. parasanguinis	E. coli ED1a	0	Niclosamide	F9	tech2	biol1	plate2	200	1.0510941563573144	0.8434343434343433	0.8434343434343433
S. parasanguinis	E. coli ED1a	0	Niclosamide	F9	tech2	biol2	plate4	200	1.0192034139402562	0.8407310704960834	0.8407310704960834
S. parasanguinis	E. coli ED1a	0	Niclosamide	F9	tech2	biol3	plate6	200	0.9387460334828758	0.8769230769230768	0.8717948717948717
S. parasanguinis	E. coli ED1a	5	Niclosamide	E10	tech1	biol1	plate2	200	0.1602781010675747	0.24242424242424235	0.24242424242424235
S. parasanguinis	E. coli ED1a	5	Niclosamide	E10	tech1	biol2	plate4	200	0.07965860597439552	0.14099216710182763	0.14099216710182763
S. parasanguinis	E. coli ED1a	5	Niclosamide	E10	tech1	biol3	plate6	200	0.05378232483495647	0.1128205128205129	0.1128205128205129
S. parasanguinis	E. coli ED1a	5	Niclosamide	F10	tech2	biol1	plate2	200	0.17334798913746277	0.27777777777777773	0.27777777777777773
S. parasanguinis	E. coli ED1a	5	Niclosamide	F10	tech2	biol2	plate4	200	0.08748221906116635	0.13577023498694527	0.13577023498694527
S. parasanguinis	E. coli ED1a	5	Niclosamide	F10	tech2	biol3	plate6	200	0.06635481635481642	0.10769230769230777	0.10769230769230777
S. parasanguinis	E. coli ED1a	10	Niclosamide	E11	tech1	biol1	plate2	200	0.0206366653735075	0.015151515151515164	0.015151515151515164
S. parasanguinis	E. coli ED1a	10	Niclosamide	E11	tech1	biol2	plate4	200	0.012091038406827896	0	-0.00522193211488251
S. parasanguinis	E. coli ED1a	10	Niclosamide	E11	tech1	biol3	plate6	200	0.016064850275376612	0	-0.015384615384615396
S. parasanguinis	E. coli ED1a	10	Niclosamide	F11	tech2	biol1	plate2	200	0.018572998836156752	0.020202020202020218	0.020202020202020218
S. parasanguinis	E. coli ED1a	10	Niclosamide	F11	tech2	biol2	plate4	200	0.027738264580369636	0.01044386422976502	0.01044386422976502
S. parasanguinis	E. coli ED1a	10	Niclosamide	F11	tech2	biol3	plate6	200	0.006286245759929978	0	0
S. parasanguinis	E. rectale	0	Niclosamide	C5	tech1	biol1	plate9	178	1.0102389078498293	1	1
S. parasanguinis	E. rectale	0	Niclosamide	C5	tech1	biol2	plate9	181	1.0045523520485584	1.0216867469879518	1.0216867469879518
S. parasanguinis	E. rectale	0	Niclosamide	C5	tech1	biol3	plate6	183	1.00846805234796	1.0153846153846153	1.0153846153846153
S. parasanguinis	E. rectale	0	Niclosamide	D5	tech2	biol1	plate9	178	0.9897610921501706	1	1
S. parasanguinis	E. rectale	0	Niclosamide	D5	tech2	biol2	plate9	181	0.9954476479514416	1.0072289156626506	1.0072289156626506
S. parasanguinis	E. rectale	0	Niclosamide	D5	tech2	biol3	plate6	183	0.9915319476520401	1.0153846153846153	1.0153846153846153
S. parasanguinis	E. rectale	5	Niclosamide	C6	tech1	biol1	plate9	178	0.0234032179424671	0.005235602094240842	-0.026178010471204213
S. parasanguinis	E. rectale	5	Niclosamide	C6	tech1	biol2	plate9	181	0.028072837632776813	0.04819277108433739	0.04819277108433739
S. parasanguinis	E. rectale	5	Niclosamide	C6	tech1	biol3	plate6	183	0.013086989992301788	-0.02051282051282053	-0.02051282051282053
S. parasanguinis	E. rectale	5	Niclosamide	D6	tech2	biol1	plate9	178	0.029254022428083892	0	-0.02094240837696337
S. parasanguinis	E. rectale	5	Niclosamide	D6	tech2	biol2	plate9	181	0.028831562974203365	0.053012048192771125	0.053012048192771125
S. parasanguinis	E. rectale	5	Niclosamide	D6	tech2	biol3	plate6	183	0.003079291762894537	-0.0051282051282051325	-0.015384615384615398
S. parasanguinis	E. rectale	10	Niclosamide	C7	tech1	biol1	plate9	178	0.018527547537786463	-0.015706806282722526	-0.03141361256544505
S. parasanguinis	E. rectale	10	Niclosamide	C7	tech1	biol2	plate9	181	0.012139605462822365	-0.004819277108433739	-0.014457831325301216
S. parasanguinis	E. rectale	10	Niclosamide	C7	tech1	biol3	plate6	183	0.008468052347959977	0	-0.015384615384615398
S. parasanguinis	E. rectale	10	Niclosamide	D7	tech2	biol1	plate9	178	0.03607996099463679	-0.005235602094240842	-0.03141361256544505
S. parasanguinis	E. rectale	10	Niclosamide	D7	tech2	biol2	plate9	181	0.0030349013657056164	-0.004819277108433739	-0.014457831325301216
S. parasanguinis	E. rectale	10	Niclosamide	D7	tech2	biol3	plate6	183	0.013086989992301784	0.010256410256410265	-0.015384615384615398
S. parasanguinis	F. nucleatum	0	Niclosamide	C11	tech1	biol1	plate9	178	1.0130689499774672	0.9790575916230366	0.9790575916230366
S. parasanguinis	F. nucleatum	0	Niclosamide	C11	tech1	biol2	plate9	181	1.0294008187569779	0.9975903614457832	0.9975903614457832
S. parasanguinis	F. nucleatum	0	Niclosamide	C11	tech1	biol3	plate6	183	0.9751243781094527	0.9692307692307692	0.9692307692307692
S. parasanguinis	F. nucleatum	0	Niclosamide	D11	tech2	biol1	plate9	178	0.9869310500225327	1.0052356020942408	1.0052356020942408
S. parasanguinis	F. nucleatum	0	Niclosamide	D11	tech2	biol2	plate9	181	0.970599181243022	0.9590361445783132	0.9590361445783132
S. parasanguinis	F. nucleatum	0	Niclosamide	D11	tech2	biol3	plate6	183	1.0248756218905473	1.0102564102564102	1.0102564102564102
S. parasanguinis	F. nucleatum	5	Niclosamide	C12	tech1	biol1	plate9	178	0.8066696710229834	0.9057591623036648	0.9057591623036648
S. parasanguinis	F. nucleatum	5	Niclosamide	C12	tech1	biol2	plate9	181	1.0896911053219203	1.002409638554217	1.002409638554217
S. parasanguinis	F. nucleatum	5	Niclosamide	C12	tech1	biol3	plate6	183	0.8495981630309988	0.846153846153846	0.846153846153846
S. parasanguinis	F. nucleatum	5	Niclosamide	D12	tech2	biol1	plate9	178	0.7661108607480847	0.8952879581151831	0.8952879581151831
S. parasanguinis	F. nucleatum	5	Niclosamide	D12	tech2	biol2	plate9	181	1.0338667659099368	0.9927710843373494	0.9927710843373494
S. parasanguinis	F. nucleatum	5	Niclosamide	D12	tech2	biol3	plate6	183	0.9774205893608878	0.9538461538461538	0.9538461538461538
S. parasanguinis	F. nucleatum	10	Niclosamide	C2	tech1	biol1	plate10	178	0.01751601825827101	0.028616852146263937	0.028616852146263937
S. parasanguinis	F. nucleatum	10	Niclosamide	C2	tech1	biol2	plate10	181	0.253293636025307	0.4975	0.4975
S. parasanguinis	F. nucleatum	10	Niclosamide	C2	tech1	biol3	plate7	183	0.04185422095869858	0.09259259259259253	0.09259259259259253
S. parasanguinis	F. nucleatum	10	Niclosamide	D2	tech2	biol1	plate10	178	0.018063393828841978	0.03497615262321148	0.03497615262321148
S. parasanguinis	F. nucleatum	10	Niclosamide	D2	tech2	biol2	plate10	181	0.2803219203572758	0.5275	0.5275
S. parasanguinis	F. nucleatum	10	Niclosamide	D2	tech2	biol3	plate7	183	0.0386954118297402	0.09259259259259253	0.09259259259259253
S. parasanguinis	MGAM	0	Niclosamide	C2	tech1	biol1	plate4	146	0.9888059701492538	0.9545454545454545	0.9545454545454545
S. parasanguinis	MGAM	0	Niclosamide	C2	tech1	biol1	plate9	178	1.011420740063956	0.9790575916230366	0.9790575916230366
S. parasanguinis	MGAM	0	Niclosamide	C2	tech1	biol2	plate4	148	0.9983429991714996	0.9812834224598931	0.9812834224598931
S. parasanguinis	MGAM	0	Niclosamide	C2	tech1	biol2	plate9	181	0.9818840579710145	0.963855421686747	0.963855421686747
S. parasanguinis	MGAM	0	Niclosamide	C2	tech1	biol3	plate4	149	0.9905511811023622	0.981081081081081	0.981081081081081
S. parasanguinis	MGAM	0	Niclosamide	C2	tech1	biol3	plate6	183	0.9893939393939393	0.9384615384615385	0.9384615384615385
S. parasanguinis	MGAM	0	Niclosamide	D2	tech2	biol1	plate4	146	1.0111940298507462	1.0056818181818181	1.0056818181818181
S. parasanguinis	MGAM	0	Niclosamide	D2	tech2	biol1	plate9	178	0.9885792599360437	0.9581151832460733	0.9581151832460733
S. parasanguinis	MGAM	0	Niclosamide	D2	tech2	biol2	plate4	148	1.0016570008285002	0.9866310160427807	0.9866310160427807
S. parasanguinis	MGAM	0	Niclosamide	D2	tech2	biol2	plate9	181	1.0181159420289856	0.9927710843373494	0.9927710843373494
S. parasanguinis	MGAM	0	Niclosamide	D2	tech2	biol3	plate4	149	1.0094488188976378	1.0027027027027027	1.0027027027027027
S. parasanguinis	MGAM	0	Niclosamide	D2	tech2	biol3	plate6	183	1.0106060606060605	0.9743589743589743	0.9743589743589743
S. parasanguinis	MGAM	0	Niclosamide	E3	tech1	biol1	plate2	200	0.9974880071243142	1	1
S. parasanguinis	MGAM	0	Niclosamide	E3	tech1	biol2	plate4	200	0.9880953381108805	1.0234986945169713	0.9921671018276762
S. parasanguinis	MGAM	0	Niclosamide	E3	tech1	biol3	plate6	200	0.9387772986156573	1.051282051282051	1.01025641025641
S. parasanguinis	MGAM	0	Niclosamide	F3	tech2	biol1	plate2	200	1.0302013234869936	1.02020202020202	1.02020202020202
S. parasanguinis	MGAM	0	Niclosamide	F3	tech2	biol2	plate4	200	1.0025119928756858	1.0496083550913835	1.0182767624020888
S. parasanguinis	MGAM	0	Niclosamide	F3	tech2	biol3	plate6	200	1.0052104949214056	1.046153846153846	1.005128205128205
S. parasanguinis	MGAM	5	Niclosamide	C3	tech1	biol1	plate4	146	0.007462686567164186	0	0
S. parasanguinis	MGAM	5	Niclosamide	C3	tech1	biol1	plate9	178	0.02284148012791231	-0.015706806282722526	-0.04188481675392674
S. parasanguinis	MGAM	5	Niclosamide	C3	tech1	biol2	plate4	148	0	-0.008021390374331559	-0.008021390374331559
S. parasanguinis	MGAM	5	Niclosamide	C3	tech1	biol2	plate9	181	0.005072463768115946	-0.004819277108433739	-0.004819277108433739
S. parasanguinis	MGAM	5	Niclosamide	C3	tech1	biol3	plate4	149	0.0031496062992126023	-0.029729729729729756	-0.04054054054054058
S. parasanguinis	MGAM	5	Niclosamide	C3	tech1	biol3	plate6	183	0.019696969696969716	0.010256410256410265	-0.02051282051282053
S. parasanguinis	MGAM	5	Niclosamide	D3	tech2	biol1	plate4	146	0.0065298507462686626	0.005681818181818187	0.005681818181818187
S. parasanguinis	MGAM	5	Niclosamide	D3	tech2	biol1	plate9	178	0.021927820922795813	-0.02094240837696337	-0.04188481675392674
S. parasanguinis	MGAM	5	Niclosamide	D3	tech2	biol2	plate4	148	0.026512013256006647	0.03475935828877008	0.013368983957219263
S. parasanguinis	MGAM	5	Niclosamide	D3	tech2	biol2	plate9	181	0.012318840579710156	-0.004819277108433739	-0.004819277108433739
S. parasanguinis	MGAM	5	Niclosamide	D3	tech2	biol3	plate4	149	0.010236220472440953	0.013513513513513526	-0.002702702702702705
S. parasanguinis	MGAM	5	Niclosamide	D3	tech2	biol3	plate6	183	0.023484848484848504	0.0051282051282051325	-0.02051282051282053
S. parasanguinis	MGAM	5	Niclosamide	E4	tech1	biol1	plate2	200	0.016088516243940552	0.025252525252525134	0.025252525252525134
S. parasanguinis	MGAM	5	Niclosamide	E4	tech1	biol2	plate4	200	0.018298061816868067	0.01044386422976502	0.01044386422976502
S. parasanguinis	MGAM	5	Niclosamide	E4	tech1	biol3	plate6	200	0.012524291106821425	0	0
S. parasanguinis	MGAM	5	Niclosamide	F4	tech2	biol1	plate2	200	0.019306219492728666	0.03030303030303019	0.03030303030303019
S. parasanguinis	MGAM	5	Niclosamide	F4	tech2	biol2	plate4	200	0.012753194599635392	0.031331592689295064	0.031331592689295064
S. parasanguinis	MGAM	5	Niclosamide	F4	tech2	biol3	plate6	200	0.008712550335180123	0.010256410256410263	0.010256410256410263
S. parasanguinis	MGAM	10	Niclosamide	C4	tech1	biol1	plate4	146	0.013992537313432848	0	-0.005681818181818187
S. parasanguinis	MGAM	10	Niclosamide	C4	tech1	biol1	plate9	178	0.022841480127912164	-0.010471204188481685	-0.047120418848167506
S. parasanguinis	MGAM	10	Niclosamide	C4	tech1	biol2	plate4	148	0.014084507042253532	0.0026737967914438527	-0.013368983957219263
S. parasanguinis	MGAM	10	Niclosamide	C4	tech1	biol2	plate9	181	0	-0.009638554216867478	-0.009638554216867478
S. parasanguinis	MGAM	10	Niclosamide	C4	tech1	biol3	plate4	149	0.02283464566929136	0.008108108108108115	-0.018918918918918937
S. parasanguinis	MGAM	10	Niclosamide	C4	tech1	biol3	plate6	183	0.01060606060606061	-0.025641025641025664	-0.025641025641025664
S. parasanguinis	MGAM	10	Niclosamide	D4	tech2	biol1	plate4	146	0.0065298507462686626	-0.011363636363636374	-0.011363636363636374
S. parasanguinis	MGAM	10	Niclosamide	D4	tech2	biol1	plate9	178	0.01735952489721335	-0.005235602094240842	-0.03141361256544505
S. parasanguinis	MGAM	10	Niclosamide	D4	tech2	biol2	plate4	148	0.02734051367025686	0.008021390374331559	-0.008021390374331559
S. parasanguinis	MGAM	10	Niclosamide	D4	tech2	biol2	plate9	181	0.013768115942028999	0.014457831325301216	0
S. parasanguinis	MGAM	10	Niclosamide	D4	tech2	biol3	plate4	149	0.003937007874015752	0.008108108108108115	0.002702702702702705
S. parasanguinis	MGAM	10	Niclosamide	D4	tech2	biol3	plate6	183	0.005303030303030247	-0.025641025641025664	-0.025641025641025664
S. parasanguinis	MGAM	10	Niclosamide	E5	tech1	biol1	plate2	200	0.010189393621162357	0.005050505050505054	0.005050505050505054
S. parasanguinis	MGAM	10	Niclosamide	E5	tech1	biol2	plate4	200	0.013307681321358669	0	0
S. parasanguinis	MGAM	10	Niclosamide	E5	tech1	biol3	plate6	200	0.015246963086565216	0.010256410256410263	-0.020512820512820527
S. parasanguinis	MGAM	10	Niclosamide	F5	tech2	biol1	plate2	200	0.008580541996768304	0.010101010101010109	0.010101010101010109
S. parasanguinis	MGAM	10	Niclosamide	F5	tech2	biol2	plate4	200	0.011644221156188623	-0.00522193211488251	-0.00522193211488251
S. parasanguinis	MGAM	10	Niclosamide	F5	tech2	biol3	plate6	200	0.007623481543282606	0	-0.010256410256410263
S. parasanguinis	P. merdae	0	Niclosamide	E6	tech1	biol1	plate2	200	1.0131889860016405	1	1
S. parasanguinis	P. merdae	0	Niclosamide	E6	tech1	biol2	plate4	200	0.9868110139983595	1.0182767624020888	1.0078328981723237
S. parasanguinis	P. merdae	0	Niclosamide	E6	tech1	biol3	plate6	200	0.9733239763012758	1.0410256410256409	0.9948717948717949
S. parasanguinis	P. merdae	0	Niclosamide	F6	tech2	biol1	plate2	200	1.0365942757193376	1.0151515151515151	1.0151515151515151
S. parasanguinis	P. merdae	0	Niclosamide	F6	tech2	biol2	plate4	200	1.019615085853346	1.0391644908616184	1.0287206266318538
S. parasanguinis	P. merdae	0	Niclosamide	F6	tech2	biol3	plate6	200	0.9849426021713941	1.0666666666666664	1.0256410256410253
S. parasanguinis	P. merdae	5	Niclosamide	E7	tech1	biol1	plate2	200	0.029646700309082893	0.07070707070707062	0.07070707070707062
S. parasanguinis	P. merdae	5	Niclosamide	E7	tech1	biol2	plate4	200	0.03441738686424795	0.04699738903394259	0.04699738903394259
S. parasanguinis	P. merdae	5	Niclosamide	E7	tech1	biol3	plate6	200	0.017427938805177498	0.02564102564102566	0.02564102564102566
S. parasanguinis	P. merdae	5	Niclosamide	F7	tech2	biol1	plate2	200	0.03224728805549365	0.10606060606060601	0.10606060606060601
S. parasanguinis	P. merdae	5	Niclosamide	F7	tech2	biol2	plate4	200	0.034417386864247904	0.07310704960835514	0.07310704960835514
S. parasanguinis	P. merdae	5	Niclosamide	F7	tech2	biol3	plate6	200	0.018484177520642804	0.030769230769230792	0.030769230769230792
S. parasanguinis	P. merdae	10	Niclosamide	E8	tech1	biol1	plate2	200	0.007281645689950195	0.015151515151515164	0.015151515151515164
S. parasanguinis	P. merdae	10	Niclosamide	E8	tech1	biol2	plate4	200	0.014519835083354601	-0.02088772845953004	-0.026109660574412406
S. parasanguinis	P. merdae	10	Niclosamide	E8	tech1	biol3	plate6	200	0.005809312935059168	-0.010256410256410263	-0.015384615384615396
S. parasanguinis	P. merdae	10	Niclosamide	F8	tech2	biol1	plate2	200	0.004681057943539411	0.015151515151515164	0.015151515151515164
S. parasanguinis	P. merdae	10	Niclosamide	F8	tech2	biol2	plate4	200	0.0161331500926161	-0.01044386422976502	-0.01044386422976502
S. parasanguinis	P. merdae	10	Niclosamide	F8	tech2	biol3	plate6	200	0.008449909723722423	0.020512820512820527	0.010256410256410263
S. parasanguinis	R. intestinalis	0	Niclosamide	C5	tech1	biol1	plate4	146	1.0019588638589618	0.9943181818181818	0.9943181818181818
S. parasanguinis	R. intestinalis	0	Niclosamide	C5	tech1	biol2	plate4	148	0.9834815756035578	1.018716577540107	1.018716577540107
S. parasanguinis	R. intestinalis	0	Niclosamide	C5	tech1	biol3	plate4	149	0.9958333333333333	0.9972972972972973	0.9972972972972973
S. parasanguinis	R. intestinalis	0	Niclosamide	C8	tech1	biol1	plate9	178	1.0038722168441434	1	1
S. parasanguinis	R. intestinalis	0	Niclosamide	C8	tech1	biol2	plate9	181	0.9977409638554217	1.002409638554217	1.002409638554217
S. parasanguinis	R. intestinalis	0	Niclosamide	C8	tech1	biol3	plate6	183	1.0117742590336987	0.9948717948717949	0.9948717948717949
S. parasanguinis	R. intestinalis	0	Niclosamide	D5	tech2	biol1	plate4	146	0.9980411361410383	1.0170454545454546	1.0170454545454546
S. parasanguinis	R. intestinalis	0	Niclosamide	D5	tech2	biol2	plate4	148	1.0165184243964425	1.0133689839572193	1.0133689839572193
S. parasanguinis	R. intestinalis	0	Niclosamide	D5	tech2	biol3	plate4	149	1.0041666666666667	1.0135135135135136	1.0135135135135136
S. parasanguinis	R. intestinalis	0	Niclosamide	D8	tech2	biol1	plate9	178	0.9961277831558568	1.0104712041884816	1.0104712041884816
S. parasanguinis	R. intestinalis	0	Niclosamide	D8	tech2	biol2	plate9	181	1.0022590361445782	1.0168674698795181	1.0168674698795181
S. parasanguinis	R. intestinalis	0	Niclosamide	D8	tech2	biol3	plate6	183	0.9882257409663013	1.005128205128205	1.005128205128205
S. parasanguinis	R. intestinalis	5	Niclosamide	C6	tech1	biol1	plate4	146	0.9823702252693439	1.0056818181818181	1.0056818181818181
S. parasanguinis	R. intestinalis	5	Niclosamide	C6	tech1	biol2	plate4	148	0.9351969504447268	0.9866310160427807	0.9866310160427807
S. parasanguinis	R. intestinalis	5	Niclosamide	C6	tech1	biol3	plate4	149	0.98	0.9918918918918919	0.9918918918918919
S. parasanguinis	R. intestinalis	5	Niclosamide	C9	tech1	biol1	plate9	178	0.9787028073572122	0.9947643979057592	0.9947643979057592
S. parasanguinis	R. intestinalis	5	Niclosamide	C9	tech1	biol2	plate9	181	0.9721385542168675	0.9927710843373494	0.9927710843373494
S. parasanguinis	R. intestinalis	5	Niclosamide	C9	tech1	biol3	plate6	183	1.0133982947624847	1.0102564102564102	1.0102564102564102
S. parasanguinis	R. intestinalis	5	Niclosamide	D6	tech2	biol1	plate4	146	0.980411361410382	1.0056818181818181	1.0056818181818181
S. parasanguinis	R. intestinalis	5	Niclosamide	D6	tech2	biol2	plate4	148	0.937738246505718	0.9759358288770054	0.9759358288770054
S. parasanguinis	R. intestinalis	5	Niclosamide	D6	tech2	biol3	plate4	149	0.9708333333333333	1.0027027027027027	1.0027027027027027
S. parasanguinis	R. intestinalis	5	Niclosamide	D9	tech2	biol1	plate9	178	0.969022265246854	0.9947643979057592	0.9947643979057592
S. parasanguinis	R. intestinalis	5	Niclosamide	D9	tech2	biol2	plate9	181	0.9751506024096387	0.9975903614457832	0.9975903614457832
S. parasanguinis	R. intestinalis	5	Niclosamide	D9	tech2	biol3	plate6	183	1.0263905805927729	1.005128205128205	1.005128205128205
S. parasanguinis	R. intestinalis	10	Niclosamide	C10	tech1	biol1	plate9	178	0.298160696999032	0.4869109947643979	0.4869109947643979
S. parasanguinis	R. intestinalis	10	Niclosamide	C10	tech1	biol2	plate9	181	0.933734939759036	0.9204819277108434	0.9204819277108434
S. parasanguinis	R. intestinalis	10	Niclosamide	C10	tech1	biol3	plate6	183	0.09663012586276898	0.18974358974358976	0.18974358974358976
S. parasanguinis	R. intestinalis	10	Niclosamide	C7	tech1	biol1	plate4	146	0.6190009794319296	0.9488636363636364	0.9488636363636364
S. parasanguinis	R. intestinalis	10	Niclosamide	C7	tech1	biol2	plate4	148	0.03473104616687847	0.06149732620320861	0.06149732620320861
S. parasanguinis	R. intestinalis	10	Niclosamide	C7	tech1	biol3	plate4	149	0.5558333333333333	0.8459459459459459	0.8459459459459459
S. parasanguinis	R. intestinalis	10	Niclosamide	D10	tech2	biol1	plate9	178	0.18005808325266223	0.37172774869109954	0.37172774869109954
S. parasanguinis	R. intestinalis	10	Niclosamide	D10	tech2	biol2	plate9	181	0.9683734939759038	0.9783132530120482	0.9783132530120482
S. parasanguinis	R. intestinalis	10	Niclosamide	D10	tech2	biol3	plate6	183	0.09338205440519697	0.17435897435897438	0.17435897435897438
S. parasanguinis	R. intestinalis	10	Niclosamide	D7	tech2	biol1	plate4	146	0.5886385896180216	0.9261363636363635	0.9261363636363635
S. parasanguinis	R. intestinalis	10	Niclosamide	D7	tech2	biol2	plate4	148	0.023718763235917005	0.0454545454545455	0.0454545454545455
S. parasanguinis	R. intestinalis	10	Niclosamide	D7	tech2	biol3	plate4	149	0.5616666666666666	0.8243243243243245	0.8243243243243245
S. salivarius	B. thetaiotaomicron	0	Niclosamide	A7	tech1	biol1	plate5	146	1.0170562223626027	1.08984375	1.08984375
S. salivarius	B. thetaiotaomicron	0	Niclosamide	A7	tech1	biol2	plate5	148	0.9986522911051213	1.05078125	1.05078125
S. salivarius	B. thetaiotaomicron	0	Niclosamide	A7	tech1	biol3	plate5	149	1.0049438202247192	1.161172161172161	1.161172161172161
S. salivarius	B. thetaiotaomicron	0	Niclosamide	B7	tech2	biol1	plate5	146	0.9829437776373974	1.05859375	1.05859375
S. salivarius	B. thetaiotaomicron	0	Niclosamide	B7	tech2	biol2	plate5	148	1.0013477088948788	1.04296875	1.04296875
S. salivarius	B. thetaiotaomicron	0	Niclosamide	B7	tech2	biol3	plate5	149	0.9950561797752809	1.1391941391941391	1.1391941391941391
S. salivarius	B. thetaiotaomicron	5	Niclosamide	A8	tech1	biol1	plate5	146	0.012634238787113087	-0.01171875000000001	-0.01171875000000001
S. salivarius	B. thetaiotaomicron	5	Niclosamide	A8	tech1	biol2	plate5	148	0.01347708894878707	-0.019531250000000017	-0.019531250000000017
S. salivarius	B. thetaiotaomicron	5	Niclosamide	A8	tech1	biol3	plate5	149	0.017977528089887652	-0.010989010989011	-0.047619047619047665
S. salivarius	B. thetaiotaomicron	5	Niclosamide	B8	tech2	biol1	plate5	146	0.012634238787113087	0.0039062500000000035	-0.01171875000000001
S. salivarius	B. thetaiotaomicron	5	Niclosamide	B8	tech2	biol2	plate5	148	0.014824797843665779	-0.0039062500000000035	-0.027343750000000024
S. salivarius	B. thetaiotaomicron	5	Niclosamide	B8	tech2	biol3	plate5	149	0.022471910112359574	-0.003663003663003667	-0.04029304029304034
S. salivarius	B. thetaiotaomicron	10	Niclosamide	A9	tech1	biol1	plate5	146	0.027795325331648794	0.027343750000000024	-0.0039062500000000035
S. salivarius	B. thetaiotaomicron	10	Niclosamide	A9	tech1	biol2	plate5	148	0.02291105121293802	-0.0039062500000000035	-0.027343750000000024
S. salivarius	B. thetaiotaomicron	10	Niclosamide	A9	tech1	biol3	plate5	149	0.00898876404494383	-0.025641025641025668	-0.04029304029304034
S. salivarius	B. thetaiotaomicron	10	Niclosamide	B9	tech2	biol1	plate5	146	0.0012634238787113082	-0.027343750000000024	-0.03515625000000003
S. salivarius	B. thetaiotaomicron	10	Niclosamide	B9	tech2	biol2	plate5	148	0.0067385444743935366	-0.03515625000000003	-0.042968750000000035
S. salivarius	B. thetaiotaomicron	10	Niclosamide	B9	tech2	biol3	plate5	149	0.0206741573033708	-0.010989010989011	-0.047619047619047665
S. salivarius	C. aerofaciens	0	Niclosamide	A4	tech1	biol1	plate5	146	1.0013054830287207	0.9335937499999999	0.9335937499999999
S. salivarius	C. aerofaciens	0	Niclosamide	A4	tech1	biol2	plate5	148	1.0100864553314122	0.9179687499999999	0.9179687499999999
S. salivarius	C. aerofaciens	0	Niclosamide	A4	tech1	biol3	plate5	149	0.98963133640553	0.8315018315018315	0.8315018315018315
S. salivarius	C. aerofaciens	0	Niclosamide	B4	tech2	biol1	plate5	146	0.9986945169712794	0.94140625	0.94140625
S. salivarius	C. aerofaciens	0	Niclosamide	B4	tech2	biol2	plate5	148	0.9899135446685879	0.95703125	0.95703125
S. salivarius	C. aerofaciens	0	Niclosamide	B4	tech2	biol3	plate5	149	1.01036866359447	0.8608058608058609	0.8608058608058609
